"spce_id","examin_realm_se_code_nm","spcs_lcnm","spcs_scncenm","examin_year","examin_begin_de","examin_end_de","geom"
"007000000000620930",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (251870.6035000002 589307.9743000008)
"007000000000620932",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (251870.6035000002 589307.9743000008)
"007000000000620933",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (251870.6035000002 589307.9743000008)
"007000000000620934",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (251870.6035000002 589307.9743000008)
"007000000000620935",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (251870.6035000002 589307.9743000008)
"007000000000620937",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (258203.19900000002 589325.8221000005)
"007000000000620939",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (258203.19900000002 589325.8221000005)
"007000000000620940",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (258203.19900000002 589325.8221000005)
"007000000000620941",양서파충류,도마뱀,"Scincella vandenburghi (Schmidt, 1927)","2014",,,POINT (258203.19900000002 589325.8221000005)
"007000000000620943",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (258203.19900000002 589325.8221000005)
"007000000000620945",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (250212.71619999968 589532.0901999995)
"007000000000620946",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (250212.71619999968 589532.0901999995)
"007000000000620948",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (250212.71619999968 589532.0901999995)
"007000000000620949",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (250212.71619999968 589532.0901999995)
"007000000000620950",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (250212.71619999968 589532.0901999995)
"007000000000620953",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (261022.17360000033 590696.8815000001)
"007000000000620955",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (261022.17360000033 590696.8815000001)
"007000000000620957",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (261022.17360000033 590696.8815000001)
"007000000000620958",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (261022.17360000033 590696.8815000001)
"007000000000620959",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (261022.17360000033 590696.8815000001)
"007000000000620962",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620963",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620964",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620965",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620966",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620969",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (251774.5264999997 592529.4978999998)
"007000000000620970",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620971",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620972",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620973",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620974",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620978",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (258186.3652999997 593072.0324000008)
"007000000000620980",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (260977.9910000004 593360.6304000001)
"007000000000620981",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (260977.9910000004 593360.6304000001)
"007000000000620983",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (260977.9910000004 593360.6304000001)
"007000000000620984",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (260977.9910000004 593360.6304000001)
"007000000000620987",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620988",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620990",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620991",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620992",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620995",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (253925.0515999999 598250.7605000008)
"007000000000620998",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2015",,,POINT (252286.46609999985 595615.8135000002)
"007000000000620999",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2015",,,POINT (251940.66060000006 593671.7524999995)
"007000000000621001",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2015",,,POINT (251940.66060000006 593671.7524999995)
"007000000000621002",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621003",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621005",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621006",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621008",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621010",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2016",,,POINT (342750.18400000036 538495.2085999995)
"007000000000621013",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2018",,,POINT (350573.22080000024 536096.1920999996)
"007000000000621014",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (350573.22080000024 536096.1920999996)
"007000000000621015",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (348006.06379999965 536467.6489000004)
"007000000000621092",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621016",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (343232.3010999998 388520.35759999976)
"007000000000621017",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2015",,,POINT (343232.3010999998 388520.35759999976)
"007000000000621019",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2015",,,POINT (348268.33719999995 385681.0209999997)
"007000000000621020",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (348268.33719999995 385681.0209999997)
"007000000000621021",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2015",,,POINT (348268.33719999995 385681.0209999997)
"007000000000621023",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (340365.6270000003 378482.6576000005)
"007000000000621024",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2018",,,POINT (340365.6270000003 378482.6576000005)
"007000000000621025",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2018",,,POINT (340365.6270000003 378482.6576000005)
"007000000000621027",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2018",,,POINT (348515.2746000001 389899.1180000007)
"007000000000621028",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2018",,,POINT (348515.2746000001 389899.1180000007)
"007000000000621029",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2018",,,POINT (348515.2746000001 389899.1180000007)
"007000000000621031",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (348515.2746000001 389899.1180000007)
"007000000000621033",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (348515.2746000001 389899.1180000007)
"007000000000621035",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (340138.3624999998 389033.9826999996)
"007000000000621036",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2018",,,POINT (340138.3624999998 389033.9826999996)
"007000000000621037",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (340138.3624999998 389033.9826999996)
"007000000000621042",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (345508.2297 389930.3311999999)
"007000000000621043",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2018",,,POINT (345508.2297 389930.3311999999)
"007000000000621044",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2018",,,POINT (345508.2297 389930.3311999999)
"007000000000621123",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621047",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (345508.2297 389930.3311999999)
"007000000000621051",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (342260.04810000025 385736.2206999995)
"007000000000621052",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2018",,,POINT (342260.04810000025 385736.2206999995)
"007000000000621053",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2018",,,POINT (342260.04810000025 385736.2206999995)
"007000000000621054",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (342260.04810000025 385736.2206999995)
"007000000000621056",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (342260.04810000025 385736.2206999995)
"007000000000621058",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (345160.2372000003 385452.0753000006)
"007000000000621060",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (345160.2372000003 385452.0753000006)
"007000000000621064",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (345160.2372000003 385452.0753000006)
"007000000000621066",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (340376.1752000004 382771.21360000037)
"007000000000621068",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (340376.1752000004 382771.21360000037)
"007000000000621070",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2018",,,POINT (340376.1752000004 382771.21360000037)
"007000000000621073",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2018",,,POINT (343373.3640999999 381630.6059000008)
"007000000000621074",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2018",,,POINT (343373.3640999999 381630.6059000008)
"007000000000621076",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2018",,,POINT (343373.3640999999 381630.6059000008)
"007000000000621077",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (343373.3640999999 381630.6059000008)
"007000000000621078",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2018",,,POINT (343373.3640999999 381630.6059000008)
"007000000000621080",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621083",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (298714.9433000004 363037.4957999997)
"007000000000621084",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (298714.9433000004 363037.4957999997)
"007000000000621085",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (298714.9433000004 363037.4957999997)
"007000000000621087",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (298714.9433000004 363037.4957999997)
"007000000000621091",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621093",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621095",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621096",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621098",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (295601.73110000044 364109.90110000037)
"007000000000621099",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621100",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621101",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621102",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621103",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621104",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621106",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (304568.0290999999 364220.7412999999)
"007000000000621108",양서파충류,도마뱀,"Scincella vandenburghi (Schmidt, 1927)","2016",,,POINT (298821.5892000003 363525.98709999956)
"007000000000621109",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2016",,,POINT (298821.5892000003 363525.98709999956)
"007000000000621110",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2016",,,POINT (298821.5892000003 363525.98709999956)
"007000000000621111",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2016",,,POINT (301284.53589999955 369814.6208999995)
"007000000000621112",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2016",,,POINT (301284.53589999955 369814.6208999995)
"007000000000621113",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2016",,,POINT (301284.53589999955 369814.6208999995)
"007000000000621114",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2016",,,POINT (301284.53589999955 369814.6208999995)
"007000000000621116",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2016",,,POINT (301284.53589999955 369814.6208999995)
"007000000000621117",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621118",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621121",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621124",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621127",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621129",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621132",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621134",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621135",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621138",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (167768.9639999997 454659.07550000027)
"007000000000621140",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621141",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621142",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621143",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621145",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621146",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621147",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621148",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621149",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621151",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621152",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621153",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621154",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621155",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621157",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621158",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621159",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621160",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621161",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621163",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (168519.36539999954 454835.06530000083)
"007000000000621164",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (163119.69259999972 456539.7583000008)
"007000000000621165",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (163119.69259999972 456539.7583000008)
"007000000000621166",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (163119.69259999972 456539.7583000008)
"007000000000621168",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (162254.23359999992 458411.57650000043)
"007000000000621169",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (162254.23359999992 458411.57650000043)
"007000000000621170",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (162254.23359999992 458411.57650000043)
"007000000000621171",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (162254.23359999992 458411.57650000043)
"007000000000621172",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (163234.64039999992 458462.79700000025)
"007000000000621174",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (163234.64039999992 458462.79700000025)
"007000000000621175",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (163234.64039999992 458462.79700000025)
"007000000000621176",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (163234.64039999992 458462.79700000025)
"007000000000621177",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (163234.64039999992 458462.79700000025)
"007000000000621180",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (158814.3481999999 460375.73530000076)
"007000000000621181",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (158814.3481999999 460375.73530000076)
"007000000000621185",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2016",,,POINT (295215.0081000002 382267.5499000009)
"007000000000621186",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (369367.78000000026 334993.3531999998)
"007000000000621187",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (369367.78000000026 334993.3531999998)
"007000000000621188",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (369367.78000000026 334993.3531999998)
"007000000000621190",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (369367.78000000026 334993.3531999998)
"007000000000621193",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2014",,,POINT (375865.20639999956 335026.65479999967)
"007000000000621194",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (375865.20639999956 335026.65479999967)
"007000000000621196",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (379004.60869999975 340485.8280999996)
"007000000000621198",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2014",,,POINT (379004.60869999975 340485.8280999996)
"007000000000621200",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (383749.4304999998 341106.76029999927)
"007000000000621202",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (383749.4304999998 341106.76029999927)
"007000000000621205",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2014",,,POINT (371565.78500000015 341171.94209999964)
"007000000000621206",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (371565.78500000015 341171.94209999964)
"007000000000621207",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (375383.39329999965 341585.51689999923)
"007000000000621208",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (375383.39329999965 341585.51689999923)
"007000000000621210",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (373885.64190000016 343529.75159999914)
"007000000000621211",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (373885.64190000016 343529.75159999914)
"007000000000621214",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2014",,,POINT (374041.5708999997 345845.59500000067)
"007000000000621215",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (374041.5708999997 345845.59500000067)
"007000000000621217",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2014",,,POINT (374041.5708999997 345845.59500000067)
"007000000000621219",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621221",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621223",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621225",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621226",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621228",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621229",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621231",양서파충류,참개구리,"Pelophylax nigromaculatus (Hallowell, 1861)","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621292",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2014",,,POINT (286648.88570000045 332500.0610000007)
"007000000000621233",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621235",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621236",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621238",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2015",,,POINT (225049.58920000028 413138.0767999999)
"007000000000621240",양서파충류,무당개구리,"Bombina orientalis (Boulenger, 1890)","2017",,,POINT (222250.25160000008 414742.68209999986)
"007000000000621244",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2017",,,POINT (223705.07799999975 413357.6788999997)
"007000000000621247",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (224390.01209999993 411879.0660999995)
"007000000000621248",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (227769.93010000046 412856.83469999954)
"007000000000621250",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (231278.39329999965 413340.58779999986)
"007000000000621251",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2017",,,POINT (231278.39329999965 413340.58779999986)
"007000000000621252",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (225221.27469999995 407848.72470000014)
"007000000000621253",양서파충류,청개구리,"Hyla japonica G?nther, 1859","2017",,,POINT (225221.27469999995 407848.72470000014)
"007000000000621254",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2017",,,POINT (225221.27469999995 407848.72470000014)
"007000000000621255",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (223929.22119999956 409605.7631000001)
"007000000000621256",양서파충류,도롱뇽,"Hynobius leechii Boulenger, 1887","2017",,,POINT (226718.69180000015 410359.5750999991)
"007000000000621259",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2017",,,POINT (228039.31539999973 406597.66699999943)
"007000000000621261",양서파충류,북방산개구리,"Rana dybowskii G?nther, 1876","2018",,,POINT (306480.6228 490550.2224000003)
"007000000000621264",양서파충류,유혈목이,"Rhabdophis tigrinus (Boie, 1826)","2018",,,POINT (313104.3431000002 491043.4633000009)
"007000000000621265",양서파충류,도마뱀,"Scincella vandenburghi (Schmidt, 1927)","2018",,,POINT (313104.3431000002 491043.4633000009)
